"ain","address","useType","taxStatus","yearBuilt","beds","baths","bldg","lot","assessed","lastBuyRec","lastBuyPrice","hasFcHist"
"8448-048-043","244 VIA CATARINA, SAN DIMAS CA 91773-3959","Single Family Residence","CURRENT","1988","3","3","1620","6959","453386","05/11/2001","295002","False"
"8448-048-044","170 VIA CATARINA, SAN DIMAS CA 91773-3958","Single Family Residence","CURRENT","1988","3","3","1767","10784","509643","06/19/2003","345003","False"
"8448-048-045","168 VIA CATARINA, SAN DIMAS CA 91773-3958","Single Family Residence","CURRENT","1988","3","3","1620","7805","812031","08/24/2023","780507","False"
"8448-048-046","273 VIA CATARINA, SAN DIMAS CA 91773-3959","Single Family Residence","CURRENT","1987","3","3","1649","6561","572723","06/30/2010","435004","False"
"8448-048-047","255 VIA CATARINA, SAN DIMAS CA 91773-3959","Single Family Residence","CURRENT","1987","3","3","1649","12156","645133","10/30/2009","490004","False"
"8448-048-048","227 CALLE SOLANA, SAN DIMAS CA 91773-3954","Single Family Residence","CURRENT","1988","3","3","1499","7521","287152","03/21/1988","147501","False"
"8448-048-049","215 CALLE SOLANA, SAN DIMAS CA 91773-3954","Single Family Residence","CURRENT","1988","3","3","1499","4357","595139","12/28/2017","513005","False"
"8448-053-001","1978 VIA JUSTINO, SAN DIMAS CA 91773-3960","Single Family Residence","CURRENT","1987","3","3","2081","12912","1059914","12/04/2020","960009","False"
"8448-053-002","1984 VIA JUSTINO, SAN DIMAS CA 91773-3960","Single Family Residence","CURRENT","1987","3","2","1866","12963","576344","05/02/2001","375000","False"
"8448-053-003","133 AVENIDA FERNANDO, SAN DIMAS CA 91773-3962","Single Family Residence","CURRENT","1987","3","2","1866","11947","1201064","05/06/2022","1300013","False"
"8448-053-004","127 AVENIDA FERNANDO, SAN DIMAS CA 91773-3962","Single Family Residence","CURRENT","1987","4","3","2560","12202","893758","09/26/2016","755007","False"
"8448-053-005","121 AVENIDA FERNANDO, SAN DIMAS CA 91773-3962","Single Family Residence","CURRENT","1987","4","3","2800","13734","760364","09/18/1992","430000","False"
"8448-053-006","115 AVENIDA FERNANDO, SAN DIMAS CA 91773-3962","Single Family Residence","CURRENT","1987","3","3","2081","10408","452990","10/27/1987","209500","False"
"8448-053-007","109 AVENIDA FERNANDO, SAN DIMAS CA 91773-3962","Single Family Residence","CURRENT","1987","4","3","2532","11184","435340","11/25/1987","224000","False"
"8448-053-008","103 AVENIDA FERNANDO, SAN DIMAS CA 91773-3962","Single Family Residence","CURRENT","1987","4","3","3028","11534","1114154","07/14/2017","960000","False"
"8448-053-009","102 AVENIDA FERNANDO, SAN DIMAS CA 91773-3961","Single Family Residence","CURRENT","1987","3","3","2081","7518","462357","05/28/1998","287502","False"
"8448-053-010","108 AVENIDA FERNANDO, SAN DIMAS CA 91773-3961","Single Family Residence","CURRENT","1987","4","3","2800","8896","925875","02/21/2020","830008","False"
"8448-053-011","114 AVENIDA FERNANDO, SAN DIMAS CA 91773-3961","Single Family Residence","CURRENT","1987","4","3","2532","8913","492491","11/02/1987","231002","False"
"8448-053-012","120 AVENIDA FERNANDO, SAN DIMAS CA 91773-3961","Single Family Residence","CURRENT","1987","4","3","2800","9455","497595","11/10/1987","253500","False"
"8448-053-013","126 AVENIDA FERNANDO, SAN DIMAS CA 91773-3961","Single Family Residence","CURRENT","1987","4","3","2560","9055","457728","12/02/1987","232000","False"
"8448-053-014","734 AVENIDA BERNARDO, SAN DIMAS CA 91773-3973","Single Family Residence","CURRENT","1987","4","3","2532","12038","718537","06/19/2002","442004","False"
"8448-053-015","740 AVENIDA BERNARDO, SAN DIMAS CA 91773-3973","Single Family Residence","CURRENT","1987","3","3","2081","8545","858244","10/07/2016","725007","False"
